Subtitle Block,label,score
...he spent that breakhunkered in the shade...,neutral,0.9696971774101257
...a strange little smile on his face...,neutral,0.3371197283267975
...watching us drink his beer.,neutral,0.9614619016647339
"Hey. Want a cold one, Andy?",neutral,0.6912437081336975
"No, thanks. I gave up drinking.",gratitude,0.9401881694793701
You could argue he'd done itto curry a favor with the guards.,neutral,0.9516584873199463
Or maybe make a few friendsamong us cons.,neutral,0.9403722882270813
Me?,neutral,0.7352091073989868
I think he did itjust to feel normal again...,approval,0.47088006138801575
...if only for a short while.,neutral,0.956786572933197
King me.,neutral,0.9478392601013184
-Chess. Now there's a game of kings.-What?,neutral,0.55300372838974
Civilized. Strategic.,neutral,0.864593505859375
And a total fucking mystery. I hate it.,anger,0.6229271292686462
Let me teach you someday.,neutral,0.8863229751586914
Sure.,approval,0.6040860414505005
We could get a board together.,neutral,0.9027151465415955
"You're talking to the right man.I can get things, right?",approval,0.6372953653335571
"We might do business on a board,and I'll carve the pieces myself.",neutral,0.8778764605522156
"One side in alabaster, the opposing sidein soapstone. What do you think?",curiosity,0.5061600208282471
I think it'll take years.,optimism,0.5924043655395508
Years I got.What I don't have are the rocks.,neutral,0.9212740063667297
Pickings are pretty slim in the yard.,neutral,0.6053571105003357
"Pebbles, mostly.",neutral,0.9677883982658386
"Andy, we're getting to bekind of friends, aren't we?",curiosity,0.3063296973705292
"Yeah, I guess.",approval,0.5921826362609863
Can I ask you something?,curiosity,0.6192816495895386
Why'd you do it?,curiosity,0.5765829682350159
"I'm innocent, Red.",approval,0.7604853510856628
Just like everybody else here.,neutral,0.7453491687774658
What are you in for?,curiosity,0.6073423624038696
Murder. Same as you.,neutral,0.8159419894218445
Innocent?,neutral,0.6820276379585266
Only guilty man in Shawshank.,neutral,0.5742740631103516
Perimeter check.North wall.,neutral,0.9706851840019226
Where's the canary?,curiosity,0.5527700781822205
How did you know?,curiosity,0.5736900568008423
-How did I know what?-So you don't know.,neutral,0.6602257490158081
Come.,neutral,0.9641851186752319
"This is where the canary is, Johnny.",neutral,0.9451082348823547
"Quite a surprise to heara woman singing in my house, eh?",surprise,0.7456204295158386
That's quite a...,neutral,0.792981743812561
...surprise.,surprise,0.8500456809997559
"-Red?-Wait, wait.",neutral,0.7884652018547058
Here she comes.,neutral,0.9177584648132324
"This is the part I really like,when she does that shit with her hair.",love,0.8405104875564575
"Oh, yeah, I know. I've seen itthree times this month.",approval,0.3585166335105896
"Gilda, are you decent?",curiosity,0.7317824959754944
Me?,neutral,0.7352091073989868
-Oh!-Oh.,neutral,0.7920151352882385
"God, I love it.",love,0.9559050798416138
I understand you're a manthat knows how to get things.,admiration,0.727858304977417
"Yeah, I'm known to locate certain thingsfrom time to time. What do you want?",curiosity,0.5160303711891174
-Rita Hayworth.-What?,neutral,0.8634954690933228
Can you get her?,curiosity,0.5855985879898071
So this is Johnny Farrell.I've heard a lot about you.,neutral,0.7834869027137756
-Take a few weeks.-Weeks?,neutral,0.8762251138687134
"Yeah, I don't have her stuffed down the frontof my pants right now, sorry to say.",remorse,0.6895095109939575
But I'll get her.,neutral,0.5810645222663879
Relax.,neutral,0.8995746374130249
Thanks.,gratitude,0.9890905022621155
It was.You should've seen his face.,neutral,0.9367172122001648
Sit down.,neutral,0.962786078453064
Did you tell him what I'm...?,curiosity,0.557128369808197
Down in front.,neutral,0.9674445390701294
-I wanted to save that as a surprise.-Hang on to your hat.,desire,0.32345834374427795
Gilda is my wife.,neutral,0.7550345063209534
-Take a walk!-I got to change the reel!,neutral,0.9269708395004272
I said fuck off!,anger,0.8199663758277893
Ain't you going to scream?,neutral,0.5575269460678101
Let's get this over with.,neutral,0.8602054119110107
He broke my fucking nose!,sadness,0.5125606060028076
Now...,neutral,0.9428070783615112
...I'm going to open my fly...,neutral,0.9647735953330994
...and you'll swallowwhat I give you to swallow.,neutral,0.960760235786438
Then you'll swallow Rooster's.You broke his nose.,neutral,0.9586527943611145
I think ye ought to havesomething to show for it.,neutral,0.9390352964401245
"Anything you put it in my mouth,you'll lose it.",neutral,0.7867422699928284
"No, you don't understand.",disapproval,0.7089401483535767
Do that and I'll put all eight inchesof this steel in your ear.,neutral,0.9485536217689514
"All right, but you should knowthat sudden, serious brain injury...",neutral,0.3053470253944397
...causes the victim to bite down hard.,neutral,0.9608849287033081
"In fact, I hear the bite reflexis so strong...",neutral,0.7194809913635254
...they have to prythe victim's jaws open...,neutral,0.966655433177948
...with a crowbar.,neutral,0.9634485840797424
Where do you get this shit?,anger,0.3942335844039917
I read it.,neutral,0.7824978232383728
"You know how to read,you ignorant fuck?",anger,0.7692229151725769
Honey.,neutral,0.9468090534210205
You shouldn't!,disapproval,0.7487038969993591
Bogs didn't put anythingin Andy's mouth.,neutral,0.9362102746963501
And neither did his friends.,neutral,0.938538134098053
What they did do is beat himwithin an inch of his life.,neutral,0.8572827577590942
Andy spent a month in the infirmary.,neutral,0.875141441822052
Bogs spent a week in the hole.,neutral,0.959440290927887
"Time's up, Bogs.",neutral,0.9475718140602112
"It's your world, boss.",neutral,0.6584467887878418
Return toyour cellblocks for evening count.,neutral,0.9704478979110718
All prisoners report for lockdown.,neutral,0.9571539163589478
What?,neutral,0.5953511595726013
-Where's he going?-Grab his ankles.,neutral,0.8764442205429077
No! No! Help me!,disapproval,0.5217235088348389
Two things never happenedagain after that.,neutral,0.7670957446098328
The Sisters neverlaid a finger on Andy again.,neutral,0.9499306678771973
And Bogs never walked again.,neutral,0.9470793008804321
They transferred himto a minimum-security hospital upstate.,neutral,0.958748459815979
"To my knowledge,he lived out the rest of his days...",neutral,0.924443244934082
...drinking his food through a straw.,neutral,0.9628971815109253
"Andy could use a nice ""welcome back""when he gets out of the infirmary.",neutral,0.5267094969749451
Sounds good to us.,admiration,0.6715260744094849
I figure we owe him that muchfor the beer.,neutral,0.9204961061477661
The man likes to play chess.,neutral,0.5302870869636536
Let's get him some rocks.,neutral,0.9119294881820679
Guys!,neutral,0.7841021418571472
I got one.,neutral,0.825976550579071
I got one. Look!,excitement,0.5372726321220398
"Heywood, that isn't soapstone!And it ain't alabaster either.",neutral,0.5511470437049866
"What are you, a fucking geologist?",anger,0.7235297560691833
He's right. It ain't.,approval,0.7012284398078918
-What the hell is it then?-It's a horse apple.,anger,0.7321174740791321
"-Bullshit!-No, horseshit.",annoyance,0.4248928129673004
Petrified.,neutral,0.9575293064117432
"Oh, Jesus.",neutral,0.8928179740905762
Damn!,anger,0.5308825969696045
"Despite a few hitches,the boys came through in fine style.",admiration,0.8565971851348877
And by the weekendhe was due back...,neutral,0.9671059250831604
...we had enough rocks saved upto keep him busy till rapture.,neutral,0.9571864604949951
Also got a big shipment in that week.,neutral,0.8033412098884583
Cigarettes...,neutral,0.9663553237915039
...chewing gum...,neutral,0.9675840139389038
...sipping whiskey...,neutral,0.9654414653778076
...playing cards with naked ladieson them. You name it.,neutral,0.8992642760276794
"And, of course, the most important item:",neutral,0.877812385559082
Rita Hayworth herself.,neutral,0.9645025134086609
"-Okay, look alive!-Open all tiers.",neutral,0.7627588510513306
Heads up. They're tossing the cells.,neutral,0.9693297743797302
Heads up. They're tossing the cells!,neutral,0.9695776104927063
On your feet.,neutral,0.9658370018005371
Face the wall.,neutral,0.9630032777786255
Turn around and face the warden.,neutral,0.9415343403816223
Pleased to see you reading this.,joy,0.8835629820823669
Any favorite passages?,curiosity,0.7437834143638611
"""Watch ye, therefore,for ye know not...",neutral,0.9207993149757385
"...when the masterof the house cometh.""",neutral,0.9660478830337524
Mark 13:35.,neutral,0.9696530103683472
I've always liked that one.,love,0.8438660502433777
But I prefer:,neutral,0.9017080664634705
"""I am the light of the world.",admiration,0.3293136656284332
"Ye that followeth meshall have the light of life.""",neutral,0.85024094581604
"John, chapter 8, verse 12.",neutral,0.9649201035499573
I hear you're good with numbers.,admiration,0.8495015501976013
How nice.,admiration,0.9263411164283752
Man should have a skill.,neutral,0.8873883485794067
Wanna explain this?,curiosity,0.6800756454467773
It's called a rock blanket.For shaping and polishing rocks.,neutral,0.9196245074272156
A little hobby of mine.,neutral,0.9325574636459351
It's pretty clean.,admiration,0.8642353415489197
"Some contraband here,but nothing to get in a twist over.",neutral,0.9303200244903564
I can't say I approve of this.,disapproval,0.9032079577445984
But I suppose...,neutral,0.7570174932479858
...exceptions can be made.,neutral,0.9373571872711182
Lock them up!,neutral,0.7397294640541077
I almost forgot.,neutral,0.5216956734657288
I'd hate to deprive you of this.,anger,0.7367679476737976
Salvation lies within.,neutral,0.9103735685348511
"Yes, sir.",approval,0.5350232124328613
Tossing cells was just an excuse.,neutral,0.7960993051528931
Truth is...,neutral,0.9620493054389954
...Norton wanted to size Andy up.,neutral,0.9636245369911194
My wife made that in church group.,neutral,0.9225476980209351
"Very nice, sir.",admiration,0.9292407035827637
You enjoy working the laundry?,joy,0.4802262783050537
"No, sir. Not especially.",disapproval,0.7497285604476929
Perhaps we can find something more...,neutral,0.4370100796222687
...befitting a man of your education.,neutral,0.9391264319419861
"Hey, Jake. Where's Brooks?",neutral,0.7332090139389038
Andy. I thought I heard you out here.,neutral,0.5021064877510071
I've been reassigned to you.,neutral,0.7189156413078308
"I know, they told me.",neutral,0.9136002659797668
Ain't that a kick in the head?,curiosity,0.5486122369766235
"Well, I'll give you the dime tour.",neutral,0.9059938788414001
Come on.,neutral,0.967677652835846
"Well, here she is.",neutral,0.7885385751724243
The Shawshank Prison Library.,neutral,0.9615138173103333
National Geographics...,neutral,0.9671475291252136
...Reader's Digest condensed books...,neutral,0.969238817691803
...and Louis L'Amour.,neutral,0.9674162864685059
Look magazine.,neutral,0.9369924068450928
Erle Stanley Gardners.,neutral,0.963726282119751
Every evening I load up the cartand make my rounds.,neutral,0.9413137435913086
I enter the nameson this clipboard here.,neutral,0.9587885737419128
"Easy, peasy, Japanese-y.",neutral,0.5814565420150757
"-Any questions?-Brooks, how long have you been librarian?",neutral,0.6741025447845459
"Oh... I come here in '05,and they made me librarian in 1912.",neutral,0.6889849305152893
And have you ever had an assistant?,curiosity,0.6245800852775574
"No. Not much to it, really.",disapproval,0.7359667420387268
Why me? Why now?,confusion,0.48201555013656616
I don't know.,confusion,0.8582714796066284
But it'd be nice to havesome company down here.,desire,0.5243968367576599
Dufresne!,neutral,0.9643599987030029
That's him. That's the one.,neutral,0.6645758748054504
I'm Dekins.,neutral,0.9609257578849792
I was...,neutral,0.9657372236251831
...thinking about setting up some kind oftrust fund for my kids' educations.,neutral,0.908018946647644
Oh. I see.,neutral,0.7356049418449402
"Well, um...",neutral,0.938083291053772
Why don't we have a seatand talk it over.,neutral,0.8115511536598206
"Brooks, do you have a piece of paperand a pencil?",neutral,0.5855196118354797
Thanks.,gratitude,0.9890905022621155
So...,neutral,0.9599729180335999
Mr. Dekins...,neutral,0.9667037725448608
"And then Andy says, ""Mr. Dekins...",neutral,0.9623442888259888
"...do you want your sonsto go to Harvard or Yale?""",curiosity,0.5598697662353516
He didn't say that!,neutral,0.8669782876968384
As God as my witness!,neutral,0.9557980895042419
Dekins just blinked for a second...,neutral,0.9590165615081787
...then he laughedand actually shook Andy's hand.,amusement,0.5985211730003357
-My ass!-Shook his hand.,neutral,0.8397870659828186
"I tell you, I near soiled myself!",disgust,0.5468904972076416
All he needed was a suit and tieand a jiggly hula gal on his desk...,neutral,0.9648833274841309
"...he'd have been""Mr. Dufresne,"" if you please.",neutral,0.9621269702911377
"Making a few friends, huh, Andy?",curiosity,0.40470895171165466
"I wouldn't say ""friends.""",neutral,0.605022132396698
I'm a convicted murdererwho provides sound financial planning.,neutral,0.5044914484024048
It's a wonderful pet to have.,admiration,0.941007137298584
"Got you out of the laundry, though.",neutral,0.9212737083435059
It might do more than that.,neutral,0.7736772298812866
How about expanding the library.Get some new books.,neutral,0.5969356894493103
"If you ask for something,ask for a pool table.",neutral,0.9558812975883484
-Right.-How do you expect to do that? I mean...,curiosity,0.5531877875328064
"...get new books in here,""Mr. Dufresne, if you please.""",neutral,0.9585017561912537
I'll ask the warden for funds.,neutral,0.9590178728103638
"Son, son, son, six wardens have beenthrough here in my tenure, and I've learned...",realization,0.6419208645820618
"...one immutable, universal truth:",neutral,0.8984887599945068
Not one of them born whose asshole...,annoyance,0.4829985201358795
...wouldn't pucker up tighter thana snare drum when you ask for funds.,neutral,0.956259548664093
-The budget's stretched thin as it is.-I see.,neutral,0.8859890103340149
Perhaps I could write the state senateand request funds directly from them.,neutral,0.9088387489318848
They have only three ways to spendthe taxpayers' money for prisons:,neutral,0.9465195536613464
"More walls, more bars, more guards.",neutral,0.9383394122123718
"Still, I'd like to try, with permission.A letter a week.",desire,0.5221618413925171
-They can't ignore me forever.-Sure can.,neutral,0.864978015422821
But you write your lettersif it makes you happy.,neutral,0.8002692461013794
I'll even mail them for you. How's that?,curiosity,0.5770761370658875
So Andy started writinga letter a week...,neutral,0.9505054354667664
...just like he said.,approval,0.5310840606689453
"And, just like Norton said...",neutral,0.6880954504013062
...Andy got no answers.,neutral,0.801551103591919
"The following April, Andy did tax returnsfor half the guards at Shawshank.",neutral,0.9299046993255615
"Year after that, he did them all...",neutral,0.8739286661148071
...including the warden's.,neutral,0.9664292931556702
"Year after that,they rescheduled the intramural season...",neutral,0.920678436756134
...to coincide with tax season.,neutral,0.9105333685874939
The guards on the opposing teamsall remembered to bring their W-2s.,neutral,0.9552518129348755
"So Moresby Prison issued you a gun,but you actually paid for it.",neutral,0.9270272254943848
Damn right. The holster too.,approval,0.8222150802612305
"See, that's tax-deductible.You can write that off.",neutral,0.8689432740211487
"Yes, sir.Andy was a regular cottage industry.",approval,0.6906200647354126
"In fact, it got so busy at tax time,he was allowed a staff.",neutral,0.6773776412010193
Could you hand mea stack of 1040s?,curiosity,0.5773720741271973
"Got me out of the wood shopa month out of the year, and that was fine.",neutral,0.6500154137611389
"And still, he kept sending those letters.",neutral,0.9354979395866394
Red. Red. Andy.,neutral,0.9604219794273376
It's Brooks.,neutral,0.9302924275398254
Watch the door.,neutral,0.9429250359535217
"Please, Brooks.",neutral,0.9548841118812561
-Calm the fuck down.-Stay back!,caring,0.3656666576862335
"-Stay back, goddamn it!-What's going on?",anger,0.40897417068481445
"You tell me. One second he's fine,then out come the knife.",neutral,0.915845513343811
"Brooks. We can talk about this, right?",neutral,0.4588254392147064
There's nothing to talk about.I'll cut his fucking throat.,anger,0.7740094661712646
What's he done to you?,curiosity,0.6512727737426758
It's what they done!,neutral,0.8220602869987488
I got no choice.,neutral,0.41890594363212585
"Brooks, you won't hurt Heywood.We all know that.",approval,0.41025280952453613
"-Right, Heywood?-Sure. I know that.",approval,0.6972379684448242
"He's a friend of yours,and Brooks is a reasonable man.",admiration,0.7369754910469055
"-Right, guys?-Yes.",neutral,0.4925353527069092
"So put the knife down.Brooks, look at me.",neutral,0.9498727321624756
Put the knife down. Brooks.,neutral,0.951260507106781
"Look at his neck, for God's sake.",neutral,0.4797506630420685
Look at his neck. He's bleeding.,sadness,0.726607620716095
It's the only--,neutral,0.9639930725097656
It's the only way they'd let me stay.,neutral,0.9401825666427612
"Come on, this is crazy.You don't want to do this.",annoyance,0.45341524481773376
Put it--Put it down.,neutral,0.9651421308517456
Hey. Hey. Take it easy.,neutral,0.6744148135185242
You'll be all right.,caring,0.8209623694419861
Him? What about me?,neutral,0.54313063621521
Crazy old fool damn near cut my throat!,anger,0.5265911817550659
You've had worse from shaving.,disgust,0.4375587999820709
What did you do to set him off?,curiosity,0.5979319214820862
Nothing. I come in here to say farewell.,neutral,0.6980655193328857
Ain't you heard?His parole's come through.,neutral,0.6015335321426392
"I just don't understandwhat happened in there, that's all.",confusion,0.9392256140708923
Old man's crazy as a ratin a tin shithouse.,annoyance,0.3556399643421173
"Oh, Heywood, that's enough out of you.",neutral,0.8942483067512512
-Heard he had you shitting in your pants.-Fuck you.,disgust,0.2793765664100647
Knock it off.,neutral,0.9163710474967957
Brooks ain't no bug.,neutral,0.9027672410011292
He's just--,neutral,0.9697983264923096
He's just institutionalized.,neutral,0.9345801472663879
"""Institutionalized,"" my ass.",annoyance,0.5030990242958069
"The man's been in here 50 years,Heywood, 50 years!",neutral,0.6603240966796875
This is all he knows.,neutral,0.9640059471130371
"In here, he's an important man...",admiration,0.6597098708152771
...an educated man.,neutral,0.9376457929611206
"Outside, he's nothing.",neutral,0.9101965427398682
Just a used-up conwith arthritis in both hands.,neutral,0.9511237144470215
Probably couldn't get a library cardif he tried.,neutral,0.8218390345573425
You know what I'm trying to say?,neutral,0.6160066723823547
I do believeyou're talking out of your ass.,annoyance,0.5634981989860535
"You believe whatever you want, Floyd.",neutral,0.74906325340271
But I tell you these walls are funny.,amusement,0.9127488136291504
First you hate them.,neutral,0.6259899735450745
Then you get used to them.,neutral,0.9399030208587646
Enough time passes...,neutral,0.9254011511802673
...you get so you depend on them.,neutral,0.9610937833786011
"That's ""institutionalized.""",neutral,0.9250594973564148
"-Shit. I could never get like that.-Oh, yeah?",annoyance,0.34163448214530945
Wait till you've been hereas long as Brooks.,neutral,0.9377445578575134
Goddamn right.,anger,0.42337194085121155
They send you here for life...,neutral,0.9678586721420288
...that's exactly what they take.,neutral,0.9222897291183472
"Part that counts, anyway.",neutral,0.8290846347808838
"I can't take care of you no more, Jake.",caring,0.31743982434272766
You go on now.,neutral,0.9546037316322327
You're free.,neutral,0.5845561623573303
You're free.,neutral,0.5845561623573303
Bye. Joe?,neutral,0.6993279457092285
"Good luck, Brooksie.",caring,0.7360580563545227
"Take care of yourself, Brooks.",caring,0.8970152735710144
Dear fellas:,neutral,0.9180695414543152
I can't believe how fast things moveon the outside.,surprise,0.7653990983963013
"Watch it, old-timer!Want to get killed?",neutral,0.7160854935646057
I saw an automobile oncewhen I was a kid...,neutral,0.4187236726284027
...but now they're everywhere.,neutral,0.8876879215240479
The world went and got itselfin a big damn hurry.,neutral,0.6215162873268127
The parole boardgot me into this halfway house...,neutral,0.9397687315940857
"...called ""The Brewer""...",neutral,0.9657820463180542
...and a job...,neutral,0.9662148952484131
...bagging groceries at the Food-Way.,neutral,0.9665678143501282
It's hard work and I try to keep up...,desire,0.4894355535507202
...but my hands hurt most of the time.,sadness,0.8190012574195862
"Make sure your man double-bags.Last time, the bottom near came out.",neutral,0.960791826248169
Make sure you double-baglike the lady says. Understand?,neutral,0.7819784283638
"Yes, sir. Surely will.",approval,0.7871710062026978
I don't think the store managerlikes me very much.,disapproval,0.8157506585121155
"Sometimes after work,I go to the park and feed the birds.",neutral,0.8610960245132446
I keep thinking...,neutral,0.9352306127548218
...Jake might just show upand say hello.,neutral,0.9642696380615234
But he never does.,neutral,0.9260667562484741
"I hope, wherever he is, he's doing okayand making new friends.",optimism,0.9303821921348572
I have trouble sleeping at night.,sadness,0.57301265001297
"I have bad dreams, like I'm falling.",sadness,0.441423624753952
I wake up scared.,fear,0.8795182704925537
Sometimes it takes me a whileto remember where I am.,confusion,0.5815204977989197
Maybe I should get me a gun and robthe Food-Way so they'd send me home.,neutral,0.7780143022537231
I could shoot the manager whileI was at it. Sort of like a bonus.,neutral,0.6162865161895752
I guess I'm too oldfor that sort of nonsense anymore.,disappointment,0.44649818539619446
I don't like it here.,disapproval,0.8202800750732422
I'm tired of being afraid all the time.I've decided...,fear,0.44190946221351624
...not to stay.,neutral,0.9182125329971313
I doubt they'll kick up any fuss...,confusion,0.5494012832641602
...not for an old crook like me.,neutral,0.8357497453689575
"""I doubt they'll kick up any fuss,not for an old crook like me.",confusion,0.4239323139190674
P.S. Tell Heywood I'm sorryI put a knife to his throat.,remorse,0.6875157952308655
"No hard feelings. Brooks.""",neutral,0.9015659689903259
He should have died in here.,sadness,0.47858187556266785
What the fuck have you done?,anger,0.8194743394851685
"It's a goddamn mess,I'll tell you that.",annoyance,0.6245037317276001
-What's all this?-You tell me. They're addressed to you.,neutral,0.8140454292297363
Take it.,neutral,0.9518993496894836
"""Dear Mr. Dufresne:",neutral,0.9501964449882507
In response to your repeated inquiries...,neutral,0.9590626955032349
"...the state has allocated the enclosedfunds for your library project.""",neutral,0.9536135196685791
This is $200.,neutral,0.9619632363319397
"""In addition, the library districthas generously responded...",neutral,0.7763683199882507
...with a donation of used booksand sundries.,neutral,0.96848464012146
We trust this will fill your needs.We now consider the matter closed.,optimism,0.5416465997695923
"Please stop sending us letters.""",neutral,0.5951139330863953
I want all this cleared outbefore the warden gets back.,desire,0.5171008110046387
"Yes, sir.",approval,0.5350232124328613
"Good for you, Andy.",caring,0.6769071817398071
Wow.,surprise,0.7881808280944824
It only took six years.,neutral,0.7324034571647644
"From now on, I'll write twoletters a week instead of one.",neutral,0.7727499008178711
I believe you're crazy enough.Get this stuff out...,approval,0.25642624497413635
...like he said.I've got to pinch a loaf.,neutral,0.8127272129058838
When I come back...,neutral,0.9658851027488708
"...this is all gone, all right?",curiosity,0.3380261957645416
Do you hear that?,curiosity,0.6088398098945618
Dufresne! Dufresne!,neutral,0.9639801383018494
"Andy, let me out!",neutral,0.9511626958847046
I have no idea to this day what thosetwo Italian ladies were singing about.,confusion,0.9168272614479065
"Truth is, I don't want to know.",neutral,0.6594362258911133
Some things are best left unsaid.,neutral,0.7381659150123596
I like to think it was somethingso beautiful...,admiration,0.8616836071014404
...it can't be expressed in words...,neutral,0.5735704302787781
...and makes your heart achebecause of it.,sadness,0.8379635810852051
"I tell you, those voices soared...",neutral,0.7390864491462708
...higher and farther than anybodyin a gray place dares to dream.,neutral,0.9587417840957642
It was like a beautiful birdflapped into our drab cage...,admiration,0.9067620635032654
...and made those walls dissolve away.,neutral,0.9631751179695129
And for the briefest of moments...,neutral,0.9487553238868713
...every last man at Shawshank felt free.,neutral,0.7134535312652588
It pissed the warden offsomething awful.,disgust,0.7866034507751465
Open the door.,neutral,0.962786853313446
Open it up!,neutral,0.9552757740020752
"Dufresne, open this door!",neutral,0.9633005261421204
Turn that off!,neutral,0.7682888507843018
I am warning you. Turn that off!,neutral,0.3368396759033203
Dufresne.,neutral,0.9651070237159729
You're mine now.,neutral,0.790510356426239
Andy got two weeks in the holefor that little stunt.,neutral,0.9404566287994385
On your feet.,neutral,0.9658370018005371
"-Hey, look who's here.-Maestro!",neutral,0.5202628374099731
Hey.,neutral,0.9296141862869263
"You couldn't play something good, huh?Like Hank Williams?",curiosity,0.4280089735984802
They broke the door downbefore I could take requests.,neutral,0.9472702145576477
-Was it worth two weeks?-Easiest time I ever did.,neutral,0.3010008931159973
No such thing as easy time in the hole.,neutral,0.6180358529090881
A week in the hole is like a year.,neutral,0.8700709342956543
-Damn straight.-I had Mr. Mozart to keep me company.,neutral,0.9293582439422607
"So they let you totethat record player down there, huh?",neutral,0.5119621753692627
It was in here.,neutral,0.9321644902229309
In here.,neutral,0.963855504989624
That's the beauty of music. They...,admiration,0.9383482336997986
...can't get that from you.,neutral,0.8455570340156555
Haven't you ever feltthat way about music?,curiosity,0.6715145707130432
"Well, I played a mean harmonicaas a younger man.",neutral,0.7296919226646423
"Lost interest in it, though.",disappointment,0.6347298622131348
Didn't make much sense in here.,annoyance,0.5922240614891052
Here's where it makesthe most sense.,neutral,0.7318288683891296
You need it so you don't forget.,caring,0.6404737234115601
Forget?,neutral,0.8316401839256287
Forget that there are...,neutral,0.9646473526954651
...places...,neutral,0.9667586088180542
...in the worldthat aren't made out of stone.,neutral,0.9531915783882141
There's something...,neutral,0.9520663619041443
...inside...,neutral,0.9687453508377075
...that they can't get to...,neutral,0.9367095828056335
...that they can't touch.,neutral,0.9228724837303162
That's yours.,neutral,0.9255607724189758
What are you talking about?,curiosity,0.5201595425605774
Hope.,optimism,0.8293068408966064
Hope.,optimism,0.8293068408966064
"Let me tell you something, my friend.",neutral,0.9073478579521179
Hope is a dangerous thing.,fear,0.423577219247818
Hope can drive a man insane.,neutral,0.4259081184864044
It's got no use on the inside.,disapproval,0.6065676808357239
You'd better get used to that idea.,caring,0.7578573822975159
Like Brooks did?,neutral,0.5795527100563049
Sit down.,neutral,0.962786078453064
Says here that you've served,neutral,0.9545599818229675
You feel you've been rehabilitated?,curiosity,0.41339051723480225
"Oh, yes, sir.",neutral,0.4587368667125702
Without a doubt.,neutral,0.8455685973167419
I can honestly say I'm a changed man.,approval,0.627082884311676
No danger to society here.,neutral,0.5400144457817078
God's honest truth.,approval,0.6290161609649658
Absolutely rehabilitated.,approval,0.6107951402664185
Thirty years.,neutral,0.8757307529449463
"Jesus, when you say it like that...",neutral,0.9441174268722534
You wonder where it went.,surprise,0.5998331904411316
I wonder where 10 years went.,surprise,0.8262180685997009
Here.,neutral,0.9518226385116577
A little parole-rejection present.,neutral,0.9616368412971497
Go ahead and open it.,neutral,0.7603926062583923
Went through one of your competitors.,neutral,0.9662846326828003
I hope you don't mind.I wanted it to be a surprise.,optimism,0.7995196580886841
"It's very pretty, Andy.",admiration,0.9500619173049927
Thank you.,gratitude,0.98997563123703
You going to play it?,curiosity,0.6560969948768616
No.,neutral,0.9286576509475708
Not right now.,disapproval,0.7811993956565857
Roll in!,neutral,0.9692923426628113
Lights out!,neutral,0.953534722328186
Andy was as good as his word.,admiration,0.8646564483642578
He wrote two letters a weekinstead of one.,neutral,0.9548377990722656
"In 1959, the state senatefinally clued in to the fact...",neutral,0.8604504466056824
...they couldn't buy him offwith just a $200 check.,neutral,0.9127539992332458
Appropriations Committeevoted an annual payment of $500...,neutral,0.96451336145401
...just to shut him up.,anger,0.39718014001846313
And you'd be amazed how farAndy could stretch it.,neutral,0.3797793686389923
"He made deals with book clubs,charity groups.",neutral,0.9487227201461792
He bought remaindered booksby the pound...,neutral,0.9677020907402039
"""Treasure Island.""",neutral,0.9448462724685669
Robert Louis---,neutral,0.9706083536148071
Stevenson.,neutral,0.9681300520896912
"Fiction, adventure.",neutral,0.9569939374923706
What's next?,curiosity,0.6888446807861328
I got here Auto Repair...,neutral,0.9556866884231567
...and Soap Carving.,neutral,0.9665660262107849
"Trade skills and hobbies.Under ""Educational,"" behind you.",neutral,0.9693761467933655
"""Count of Monte Crisco.""",neutral,0.9645349979400635
"That's ""Cristo,"" you dumb-shit.",anger,0.5103198289871216
By Alexandree...,neutral,0.9670969843864441
...Dum-ass.,neutral,0.9652089476585388
Dumb-ass.,annoyance,0.5778635740280151
Dumb-ass?,neutral,0.4366642236709595
-Dumas. Know what that's about?-Huh.,neutral,0.6228197813034058
You'd like it. It's about a prison break.,neutral,0.40336599946022034
"We ought to file thatunder ""Educational"" too, oughtn't we?",confusion,0.5248050689697266
The rest of us did our bestto pitch in when and where we could.,neutral,0.7747610211372375
By the year Kennedy was shot...,neutral,0.9310322403907776
...Andy had transformed a storage roomsmelling of turpentine...,neutral,0.9506745934486389
...into the best prison libraryin New England...,admiration,0.7427253127098083
...complete with a fine selectionof Hank Williams.,neutral,0.815978467464447
That was also when Warden Norton...,neutral,0.8715452551841736
"...instituted his famous""Inside Out"" program.",neutral,0.9402869939804077
You may remember reading about it.,neutral,0.9413175582885742
It made the papers and gothis picture in Look magazine.,neutral,0.9022154808044434
It's no free ride...,neutral,0.8009882569313049
...but rather a genuineprogressive advance...,neutral,0.9474010467529297
...in corrections and rehabilitation.,neutral,0.968145489692688
"Our inmates, properly supervised...",neutral,0.9220728278160095
...will be put to workoutside these walls...,neutral,0.9717061519622803
...performing all mannerof public service.,neutral,0.9598402976989746
These men can learn the valueof an honest day's labor...,neutral,0.46450626850128174
...while providing a valuable serviceto the community...,neutral,0.7034025192260742
...and at a bare minimum of expenseto Mr. and Mrs. John Q. Taxpayer.,neutral,0.96535724401474
Of course he didn't tell the press...,neutral,0.7644942998886108
"...that ""bare minimum of expense""is a fairly loose term.",neutral,0.9257156848907471
There are 100 different waysto skim off the top.,neutral,0.9612091779708862
"Men, materials, you name it.",neutral,0.9078872799873352
"And oh, my Lord,how the money rolled in!",surprise,0.49040642380714417
