Review,Star Rating
"It's amazing how long I could not watch this movie. However, I became interested in them only after reading the book. And the book is very good. However, the same can be said about the film. Yes, there are some nuances ...",10
"When I first see it, I am too young to understand all the things the movie what to show us. The film gave me a very different feeling. Hope is a dangerous thing, is the root of mental distress. Because since come in the day, the warden said, ""the soul to god, the body to me.""Except that he can get the cigarettes and naked woman printed CARDS and any other changes I can't seem to grow within the walls of the dark. However Andy told him, ""remember, hope is a good thing - and perhaps even good. And no good thing will never disappear."" So Andy can use 20 years digging Red think can chisel in tunnel in six hundred.When he finally climbed out of the five hundred yards of the stench of sewage pipes, standing in the pouring rain can't help, we seem to see faith Pierce heavy darkness, played a luminous in the dark of the night out of the blue.Under the light, the soul of our weak under Andy with open arms in the sky in succession, and shaking.",10
"This movie is absurdly overrated by people who think soppy affirmative moviemaking accompanied by a lush score is synonymous with aesthetic brilliance.    The direction is nothing to write home about, the cinematography is, frankly, standard.  The script has Steven King written all over it - a melodramatic plot involving the woes of an educated bloke told in overwrought dialogue full of clumsy metaphors.  (A good example: the moment when the scriptwriter decided that the prisoner's interest in geology had to be spelled out for the dumber members of the audience ""It's all about TIME and PRESSURE..."" just in case anyone managed to miss the connection). Morgan Freeman is, as usual, superb but Tim Robbins is inconsistent as a man who goes from being the gaol newcomer to an old hand.  While the film's sympathetic liberal political stance can be commended, it's certainly not a great work of art.",10
"This movie is a fine way to spend 140 minutes, but is by no means a movie of the first rank. The script is far too simplistic, cliché-ridden and predictable. The characters are far too good guy/bad guy dualistic; and for a story purporting to take place over the course of 20 years, there is remarkably little character development. And, just about every really evil character gets his comeuppance, whereas the people we're supposed to be rooting for end up in clover. Hmmmm....Among prison movies, Cool Hand Luke is better--more realistic, and without the obligatory Hollywood feel-good ending. Runaway Train and Papillon are also very good, certainly more interesting. Among inspirational movies, last year's October Sky is a better bet.In a nutshell: tremendously overrated, but certainly worth seeing.",9
"I remember when i first saw this film. my friend kept telling me to watch it as he thought it was brilliant. well, all good things come to those who wait yes? i did something I had never done before or since: when i finished watching it i rewound it and watched it again straight after.It has a perfect cast, story and the best ending of any film i have ever seen.To sum up in one word: magical!",3
"Tim Robbins plays Andy Dufresne, a man convicted of double murder who is sent to jail, eventually befriending other lifers including Morgan Freeman's Ellis Redding. Exceptionally handsome adaptation of Stephen King's short story ""Rita Hayworth and Shawshank Redemption"" (in the film version, it's really Raquel Welch, not Rita, who aids in the ultimate twist). On the surface, it's another prison-genre picture with the usual stereotypes such as a rotten warden, a cruel guard, a few homosexuals, and a quirky old-timer who doesn't want his parole. However, the film's emotions run surprisingly deep, justice is well served by the conclusion, and several of the cast members carve out amazing, three-dimensional characterizations. The finale is pure fantasy, however it does provide the audience with the release it needs, and Robbins and Freeman are excellent. Long, involved, but engrossing and satisfying, ""Shawshank"" was not a big hit at the box-office but found a devoted following on video and cable. **1/2 from ****",3
"It is an extraordinary cinematic masterpiece that unfurls a profoundly moving tale of hope, friendship, and the unyielding human spirit. Tim Robbins portrays Andy Dufresne, a man unjustly imprisoned for a crime he didn't commit, while Morgan Freeman delivers a captivating performance as Red, his fellow inmate and confidant. As the story unfolds within the walls of Shawshank State Penitentiary, the film explores the resilience of the human soul and the transformative power of hope in the darkest of circumstances. Directed with skill and sensitivity by Frank Darabont, this timeless classic weaves a tapestry of emotions, leaving a lasting impression on its audience. ""Hope Unchained: The Shawshank Redemption"" continues to inspire and uplift, reminding us that even in the face of adversity, hope can set us free.",10
"Andy Dufresne (Tim Robbins) is convicted of murdering his wife and her lover, and is sent to Shawshank prison: For Life. Andy is a very intelligent man, a hot shot banker when he was free, and now he's just a number, at the mercy of Warden Norton (Bob Gunton) and his head guard, Byron Hadley (Clancy Brown).Andy is a quiet man, but manages to attract the attention of the sisters (Barely Human Homosexual rapists) led by Bogs (Mark Rolston) and he begins his prison life, desperately fighting his admirers, sometimes he'd win, sometimes he'd lose, but he always stayed quiet.Red (Morgan Freeman) is the man who can get things, and he is Andy's first friend on the inside. We witness Andy's relationships with Red, the Guards, the Warden, the sisters and the rest of the inmates, develop through Morgan Freeman's perspective, but always revolving around Andy. In his time there he successfully wins personal battles, gains favour with the guards and inmates alike, and restructures the rehabilitation of so many with his unwavering persistence and drive.All the members of the cast are more than adequate, but i have to single out Freeman and Robbins. Freeman guides the viewing audience in an informative and subtle manner, and Robbins, in his finest performance ever, gives us hope and wisdom, as he manipulates the powers around him so cleverly, to make life as easy as he can for all his fellow inmates.The Movie is very powerful and moving throughout, and it doesn't shy away from the darker aspects of prison life. And at the end when the climax falls into place, you will be left completely satisfied by its unquestionable brilliance.For those who have not seen this movie, all i can say is watch it.10/10",10
"I think that the Shawshank Redemption is one of the best movies ever made. The acting is crisp and full of endless tension, sometimes forlorn and on other occasions full of fear. How Stephen King could come up with a horror story like this is beyond me. It's a real nightmare to be in a penal system with so many things going against you. Personally, I think that Forrest Gump (FG) is also a tale of Hope, but in a different sense. Firstly, FG shows the hope of waiting for the woman you love for over 20 years. Secondly, FG shows that there can be hope for mentally disabled people to continue in society and aim for goals. I think that both movies are great and should not be missed or inappropiately criticised. I also urge people to watch La Vita e bella (Life is beautiful) as it is as good as The Shawshank Redemption and has some similar points. May we all hope for more movies like these.PS Also watch It's a Wonderful Life (James Stewart) as this is about hope as well.",9
"Not only is this film one of the most touching I have ever seen, it also has one of the most unexpected and inspiring endings I have ever seen.  The bond that grows between the two main characters is unforgettable and the score is the best I've heard",3
"The acting is adequate, the story is adequate, but why all the fuss?It sometimes baffles me why some movies get such high ratings when they are really only run of the mill.This is not that bad a film, just seen it all before.",10
"A powerful and moving story that showcases the human spirit and its resilience in the face of adversity.The Shawshank Redemption is a life lesson. It teaches us that no matter how dark and hopeless our situation may seem, there is always a light at the end of the tunnel. It shows us that friendship, courage, and perseverance can overcome any obstacle and injustice. It makes us feel every emotion, from anger and sadness to joy and relief. It has amazing performances, a brilliant script, and a stunning soundtrack. It is a masterpiece that I can watch over and over again, and never get tired of it. It is the best film ever made, in my opinion.It is a film that transcends its genre and becomes a timeless classic. It is one of the best films ever made.",9
"The Shawshank Redemption is with out a doubt one of the most over rated films of the 90s.  There have been many intriguing prison movies over the years, Shawshank is not one of them. Instead it's sentimental slop served to uplift the souls of the American people.  There is never any sense in the film that Tim Robbin's character is in true danger.  If the film wanted to show the true horror of prison maybe it should of been far more darker, instead of inspiration. Morgan Freeman is wasted as usual, in the role of wisdom spouting inmate. Freeman's character is mainly there to look wise and bring inspiration to us all, but he is never treated as a typical person. Tim Robbins is good, but his character is all good, while the prison warden is sure evil. Everything is black and white.  Shawshank has potential to be great, but director Frank Darabant's obsession with being Frank Capra ruins the film at every turn.",7
"I like to keep things short and sweet.
Incredible, unforgettable, three-demential characters that develop over the course of the filmAmazing story with tons of twists and turns you will never see comingOne of the best endings in filmActing is outstandingGreat foreshadowingPerfect runtimeI would say to stop reading this review and just watch it already but let's face it, you already have.",6
"This movie is a mystery to me. I couldn't find anything exceptional on it. It's another HBO stuff, without any aesthetic achievement and It's absolutely conformist. But there is a fact: people love it. I want to be fair: the movie is OK, but people put it in the same place than The Godfather! Maybe I'm wrong, but it's not the best picture of all the times, not even the best prison picture of all the times. Now I'm remembering ""Cool Hand Luke"" or ""American Me"", they are stronger and wiser. But..people has the last word.",10
The first time I saw this film I said those three words a lot to my friends and family. Shawshank Redemption is the BEST FILM I have ever seen in my lifetime. I have seen tons of films. Morgan Freeman gave a performance that will touch anyone's heart. From beginning to end this film shows how films should be made.,10
"One of the best films of all times. They don't make them like they use to, and we slowly forget what art is.",10
"This is definitely one of my favorite movies -- it makes me cry and laugh and ache inside all at once.  Tim Robbins, you make my days a little brighter -- thank you!",10
"Andy is an innocent man who gets sent to prison for murdering his wife. He endures many hardships such as listening to opera records, and having to do the taxes of prison guards for free. He falls in love with an old black guy named Red, who likes to narrate things. Red is a very wise man who says things like ""Get busy living, or get busy dying"" and ""Show me the money"". 
Andy gets tired of being in prison and steals the warden's shoes and escapes. The warden blows his brains out because Andy stole his shoes. Red misses Andy and leaves prison to go live with him on the beach.
This is definitely the greatest movie ever made. Except for ""Overboard"". The one with Goldie Hawn and Kurt Douglas. Not the new one.",10
"I always really enjoyed The Shawshank Redemption and my appreciation remains consistent with repeated viewings. With a 9.3 IMDB rating decades after it's release shows that this is a movie that speaks to people and I have not met anyone who doesn't like this movie. Among Steven King adaptations this is probably the best, I like Stanley Kubrick's The Shining, just as much for different reasons. But don't tell Steven King that, lol. The Shawshank Redemption is much more than a prison movie, it's an absolutely engrossing movie that has audiences glued to the screen from start to finish. Director Frank Darabond did a fantastic job putting this together with top notch cinematography, direction and a great attention to detail. Tim Robbins and Morgan Freeman give unforgettable performances. The Shawshank Redemption is flawless filmmaking and storytelling that has few films that are it's equal. All and all, The Shawshank Redemption is perfect in my book and is recommended to anybody who wants to see a great movie.",10
Best movie ive seen.This movie 20 years on is still first class.,8
"This majestic movie is about Andy (Tim Robbins), a banker wrongly accused of murdering his wife and her lover after discovering she had been cheating on him. He gets impounded with two life sentences in the Shawshank Prison. There he meets Red (Morgan Freeman) who befriends him, and as the story moves along slowly, he eventually understands what Andy once told him: ""Get busy living, or get busy dying.""Andy is persistent in his quest to be free. And he tries to convince Red during the entire course of the movie that hope is indeed a good thing, even in a prison like Shawshank. In his endeavor, Andy will come face to face with the warden, who is truly a manifestation of greed itself. Many challenges will test his mettle.This piece of art is not to be missed; it is one of the greatest works of modern drama. And the slow pace of the movie only helps further to sink you in its mood, and leave you satisfied with a strange bitter sweet feeling in the end.",6
"WEll I had high hopes for this movie.  But it fell way short.  I was hoping it would keep me guessing, but this movie was easy to predict what was going to happen.  Though I did think the acting was good by both main stars.Jason",10
"I have been a fan of this movie for a long time.It seems that ever time my life hits a downward spiral, I can always seem to pop this movie in, and come up with a solution to my pending problem. It somehow gives Me sense of peace and inner strength.So, It wasn't all that strange for me to pop it in when I was going through a rough patch in my marriage. I found myself identifying with many of the characters in this movie.Many of them are trapped in a world of regret and mourning, due to a mistake that had been made early on in their lives. This film gave me the strength to escape from my world of misery. And now I am able to say I, Like Andy broke out of my own personal Shawshank.My Ex isn't too happy about the divorce. But life is much better now. And I feel saved from a life of unhappiness, Due to a mistake of a marriage to early in life.Thank You Frank Durabont.Your film saved my life.",10
"An excellent movie that can surely move you a bit. It throws open the question that can we really have prisons which are redemption centers in the true sense. At the same time, it redefines the word criminal. Are the heinous acts committed by administrative authorities justifiable by any means. There should be a code of conduct for the authorities and a HOLY PRISON MAINTENANCE BIBLE if any reformation has to take place. The movie goes through several touching incidents and may bore you a bit if you rarely sees serious touching movies and are fans of slick sci-fi thrillers moving at extraordinary pace like Matrix etc. However the exceptional acting by lead stars particularly by Morgan Freeman and the picking up of the tempo in the second half will leave you gasping for more. After Citizen Kane, Casablanca & Godfather, it is another classic that will stay in the echelons of the movie rating lists for long. There are a few weak points though. There was insufficient attention given to some characters and movie portrays just one side of the whole story not remaining fair to the prison authorities. And finally if it was told in a non-linear tale then it would have been much more interesting",10
"By far Shawshank was the best film of 1994. But look who it was up against at the Oscars...Forrest Gump. It's not that Forrest Gump was such a horrible movie as alot of people make it out to be, in fact it was good. But it was also a very hyped movie. The public ate it up, and they also got too much of it. That might be the reason everybody on the internet seems to hate it so. But to say Forrest Gump is better than the Shawshank Redemtion is a far cry. I wish the Oscar's didn't do this all the time. They vote on who they think the public wants to win it seems like sometimes. It was robbed. But that doesn't make it any less of a film. It's a triumph of filmmaking. Robbins and Freeman are excellent. The character Brooks is terrific, and the warden is protrayed perfectly by Bob Gunton. Go rent this movie, if it's the last thing you do. The ending is one of the most satisfying in movie history.",9
"Whilst the IMDb users may disagree, the Shawshank Redemption isn't my number 1, maybe not even my top 100. But with that said, I have seen this movie a few hundred times and it gets wary. There is no doubt it is good, I may even say it's close to great and it has a pretty good watchability rating, but it's forced metaphors get on my nerves now and, in reality, is just another prison movie which is above average. Boring if you have seen it a few times, but for a first impression it is good. Once you start to analyze its elements you can begin to see the film for what it is. A perfect film it is not, but the acting is near perfect and the realism is somewhat accurate. Not my favorite film, not my favorite prison film, but give it a whirl and see how you decide.",10
"I am bowled over by this movie. This is simply the best movie ever made. The story just leaves you moved and the performances in the movie are clearly the best performances ever on screen. Tim Robbins and Morgan Freeman enact their roles to perfection, they don't miss out even a dot in fulfilling the roles to excellency.I cant believe i waited so long before i actually watched this movie, i should have watched it before, and then over and over again.Don't be scared to watch this movie, you will be amazed by this masterpiece. I cant stop raving, I say WATCH IT NOW! 10 on 10 isn't enough!",8
"This is not just a movie. I cant explain it. A truly masterpiece, which tells the lesson that hope never ever dies, live your life",10
"This movie I'm not going to call this film the IMDb #1 movie, but I really can't deny that this is fantastic. The cast, the score, the writing, and the power are all here in this film, and filled with strength. It's one of those movies that you will continue to think about even after the film is over. It is about a friendship, a life, an evil, and a hope. A hope that is considered in many ways to be bridge to insanity inside the prison walls. We see these people as years of time goes by. We see friendships grow, and topics change. It really puts you in the prison, and makes you feel what's like to behind those bars. You feel the friendship, the hope, the darkness, and the pure horror of it all.4 stars out of 4",10
"Maybe it's silly but sometime when I face a tough situation in my life and I feel powerless and hopeless; I remember how Andy dug a tunnel with his rock hammer for 19 years, 19 YEARS.. to gain his freedom.
For me it's simple. This movie gives me hope.",10
"This film is perfect in every sense of the word. The second the movie starts it grabs you and holds your attention for the rest of the film. It is never boring. All of the hints that lead to the finale is absolutely genius, and the attention to detail is perfect. The third act is the best of all time. Roger Deakins gives one of his more subtle works, and it plays out beautifully. The dialogue is perfect, and you deeply care about the characters.",3
"In my opinion this is the one movie that is absolutely the greatest the first time you watch it. It's probably my favorite movie. It may not have the replay value of some of my other favorites but, the first time you watch it when you don't know what is about to happen, is the probably the greatest thing you can experience in terms of movies. I only wish could I forget it so I could watch it again for the first time. As a matter of fact if I ever suffered complete amnesia there would be at least one definite benefit. I am not going to talk about the ending and for god's sake if anybody puts a spoiler warning on their comments do not read them!",10
"The Shawshank Redemption is one of the greatest movies I have ever seen.  It is truly one of the most fulfilling movies ever made.  There are so many good things about it that it is hard to even come close to mentioning all of them, so I'll only mention the one thing I liked the most.  I liked the fact that the movie could have ended a couple different times, and it still would have been one of the best, but for Shawshank that just wasn't good enough. It kept going until you felt the ending was so perfect, that you truly had to sit back breathless.  I love this movie and it will always be one of the best as far as I am concerned.  A true classic!",3
"''The Shawshank Redemption'' is one of the best movies I have ever watched in my life. Tim Robbins is really a good actor and thanks to him this movie is such a success. Also Morgan Freeman is really brought me the story. The story is excellent,the time has just flew with this movie. This movie just gets better with every showing. There's no some special effects and that is just great-just men in prison uniforms talking to each other. Everyone must watch this movie.The Shawshank Redemption and To Kill a Mockingbird are the best movies I have ever seen. I do not judge it by it's technical merits - I don't really care about that. I have read that Citizen Kane or The Godfather or this or that movie is the best movie ever made. They may have the best technique or be the most influential motion pictures ever made, but not the best. The best movies are ones that touch the soul. It takes a movie like The Shawshank Redemption to touch the soul.",10
"An analysis of prison life--and of what hope can be in a prison--Frank Darabont's first film is one of the best ever.  Well-written and well-acted, the story of the development of friendship between Red and Andy is charming, endearing, poignant.  Nothing about this movie is overwrought or extraneous--it's simply extraordinary drama.",10
"First when I saw how huge the overall rating  was I wondered why. But then I told myself I should give it try, and truly it was totally worth it period. I miss this kind of movies. sush a masterpiece, it contain many lessons and significances about our life I'm still wondering how this masterpiece didn't win a oscar then I figured out that it is a small thing comparing this movie and if you don't watch it yet then you have miss a big part from your life",10
"I have grown up watching Bollywood movies, full of overacting by overpaid, overfed 'heroes'. It was in college that i got to see some fine Hollywood films and this one was probably the finest of the lot. This film at first appears to be a story about life in prison. It fully describes every small experience of a person serving a long prison sentence. Life is not easy there for a lot of reasons. The screenplay is ably supported by Morgan Freeman's brilliant narration offering a second-person view of life in shawshank. But Tim Robbins steals the show by aptly underplaying the part of a wrongly sentenced, wealthy banker.The last forty minutes of this film, however, help raise it a couple of levels above other cinematic masterpieces. You don't need a weapon to fight. It is easy to take away a man's bread, even his freedom, but impossible to take away his hope.",8
"The Shawshank Redemption"" is an absolute masterpiece that effortlessly weaves together themes of hope, friendship, and the enduring human spirit. With impeccable performances from its cast, particularly Tim Robbins and Morgan Freeman, the film transports you into the gritty world of prison life while also touching your heart with its poignant storytelling. The expertly crafted plot, rich character development, and unexpected twists make it a timeless classic that leaves an indelible mark on anyone fortunate enough to watch it. The Shawshank Redemption"" is a cinematic gem. Its powerful portrayal of hope, friendship, and resilience, along with standout performances by Tim Robbins and Morgan Freeman, creates an unforgettable experience. The film's masterful storytelling, character growth, and surprising turns make it an enduring classic. A must-watch that tugs at your heart and mind.",10
"I am pretty sure I have watched it more than 50 times now , and I will watch it a 100 times more, shared the experience of this work of art and recommended it to many many people because i felt it will be selfish to keep it to myself. The movie is ageless, timeless and pure, it sticks with you forever. The shawshank redemption isn't just a movie, it is a feeling.",7
"the Shawshank redemption should be played throughout the world in all schools to teach people the hard life of prison but the bond between friends and the idea of hope. Morgan freeman is a second to none actor he lays the role perfectly and i could not think what the film would be like without him. all the other actors perform perfectly. this movie is a movie of inspiration and one of which will get people through harsh times. this film always restores my faith in mankind i simply love it. I first saw this film sitting on my brothers desk and i was intrigued by the idea of a film set in prison where hope and other morale values were the storyline instead of violence and havoc, this is a amazing film which brings pride to the actors and crew who produced it. the setting of the movie is one of perfection the Gothic grounds and the stunning facilities astound me i'am finding it hard to put in to words how much this film means to me i would say it is one of the greatest film's ever made in my time and i love it.",6
"This is such a spectacular and mysterious movie.
The lead guy plays his role like a Loki.I first saw this movie back in high school.It was one of the best movies I seen during that time.
The story with out a doubt was remarkable. It's filled with twists and what the heck moments.",4
"To me this is one of the best told prison movies ever made. After watching the Blue Ray Version - it is more than a prison movie too. While Morgan Freeman's performance and narration are tour DE force, the support cast is outstanding. Even the ancient James Whitmore has a good role in this one.I noted on the credits that Steven King contributed to his writing being converted into a movie. There is no doubt this one benefits from that. Tim Robbins is at the top of his game here too. Frank Darabont directs and writes this movie and the viewer gets the feeling that the director pictured how the story should be told when he wrote it along with when he directed it.This movie is the ultimate trip about injustice and justice within the prison system. It draws deep characters for each role which seem to take advantage of each cast members skills. It also is a the ultimate triumph over despair. Bob Gunton gets kudos from here for his role as the warden.When your looking for a movie to watch, there are few to beat this picture as this one just turned out perfect. If every film were this well done, they would all be best pictures.",8
"Few movies in this world are as powerful as The Shawshank Redemption. This well-crafted drama drags your emotions through the wringer, only to have them come out clean & full of hope on the other side. The story is unquestionably compelling and absolutely memorable. In addition, Tim Robbins, Morgan Freeman, and the rest of the cast create a collage of authentic characters that you both love & hate. This is a film that everyone should watch at least once a year to remind themselves of how good it really is.",10
"This is the best movie ever, I have watched a lot of movies and this one is the best of them all. The end irks great and it is just so damn good, watch the damn movie.",7
"The best jailhouse movie of all time! Right next to The Green Mile!What we have here is another classic collectible. If you have or have not seen this film, it's one of those that have to be in your DVD collection... a film to pass down to the younger generation to inspire them on how film-making should be done.An all star cast with outstanding performances and directing!If you don't own this, add it to your collection!A perfect and well deserves 10/10 from me!",10
"The film's been IMDb's #1 for as long as I can remember. That doesn't really raise my expectations, considering I don't agree with so many inclusions or exclusions. I thought this was absolutely fantastic. Yes, it's pretty sentimental in a big way, but unlike that year's Best Picture winner, it tells a captivating, simple yet intriguing story that manages to earn its emotion with some really heartfelt characters and superb writing. It's hard to hold anything against it (if you liked it, of course) when it's so unpretentious and gentle. Freeman is fantastic, unsurprisingly, but Tim Robbins is so bloody brilliant in this. Watching Rectify now, Aiden Young seems to be playing in the same ballpark in terms of the similarity in his portrayal.",10
"""The Shawshank Redemption"" is the best movie of all times according to over a million voters. When I saw this movie I was amazed because of the plot of this movie and that was something that made this movie so special.I also liked this movie very much because of the cast of this movie. Tim Robbins (Andy Dufresne) and Morgan Freeman (Ellis Boyd 'Red' Redding) made one of the best performances of their life. Deserves to be noted that Bob Gunton (Warden Norton) made an also good performance.I really recommend this movie to you and I am sure that you will love it because it's a movie that can teach you many things about life and the relationships between people and friends.",3
"Little more than average drama for popular tastes. Predictable,  overly sentimental, and excessively long.It's a mystery to me that such a mediocre piece of cinematic art is at number 2 in the all time chart! However, predictably it's not in the top 100 more serious 'Sight and Sound'  critics and directors polls that are held every  ten years. Frank Darabont later proved to be no master with his two following films, the second rate 'The Green Mile' and the truly appalling 'The Majestic'. The fact that this pedestrian movie is, in this chart, ahead of the works of  real masters such as Kubrick, Welles, Kurosawa, Fellini and Hitchcock causes consternation.",10
"This film is a classic that stands on its own. The initial release was very low-key and it actually bombed at the box office, only gaining appreciation after many more years of being shown on TV purely on its own merits. The premise is deceptively simple as it revolves around innocent inmate Andy and his smuggler friend Red. Beyond that, there are many more characters and moments that add to the brutal portrayal of life in prison and change Andy's life in many ways across the twenty years he is in there. I would say it's expansive but purposeful, as all the scenes and story elements all tie in together for a single reason, no matter how irrelevant they may seem at the time. That reason is hope - no matter where you are, there is always a Zihuantanejo.",7
"It's a masterpiece film that will have a value all the times. Some critics think after years of adulation and promotions from fans, that Shawshank Redemption has gotten overrated. In my opinion, I think they are wrong. Never have I been so moved by film. Its intriguing without being vague, intellectual without being conceited, long without ever losing pace but most of all what all art should be inspiring. I left feeling emotionally enlightened, enriched and equally drained. Breathtaking. The score was composed by Thomas Newman was stunning. The main theme (""End Titles"" on the soundtrack album) is perhaps best known to modern audiences as the inspirational sounding music from many movie trailers dealing with inspirational, dramatic, or romantic films. Shawshank Redemption is like wine I guess, the older it becomes the better it becomes, really bizarre how it didn't appeal much at the time 1994, it was pretty hard to beat Forrest Gump, and Pulp Fiction that year. It end up having a cult following, after years and years of being aired on cable television to the point. A lot amount of people have finally view it, and most of the time share the same opinion, it was great. You have two hours to dig into the story - and I can tell you it was worth it. Adapted from the Stephen King novella Rita Hayworth and Shawshank Redemption, the film directed by Frank Darabont tells the story of Andy Dufresne (Tim Robbins), a banker who is sent to Shawshank State Prison for the murder of his wife and her lover despite his claims of innocence. During his time at the prison, he befriends a fellow inmate, Ellis Boyd ""Red"" Redding (Morgan Freeman), and finds himself protected by the guards after the warden begins using him in his money laundering operation. It wasn't until he meets Tommy Williams (Gil Bellows) does he heard that another inmate at another prison claimed responsibility for an identical murder, suggesting Andy's innocence. It was here that Andy makes a choice, continue to live with the sins in prison, or clean himself up by escaping it. The film wasn't about a grand scheme of plot. It was unusual in the sense that it didn't matter what happens, but only that the message is fulfilled: Fear can set you prisoner, hope can set you free. And it did fulfill it. Brilliantly. It is the script and the actors that make this movie so great. Morgan Freeman as Red is the highlight of the film. Before Freeman was cast, Clint Eastwood, Harrison Ford, Paul Newman, and Robert Redford were each considered for the role. Although the part was described as written as a middle-aged Irishman with graying red hair, Darabont cast Freeman for his authoritative presence and demeanor. Morgan Freeman is an amazing actor and his narrationing voice is so soothing. While I do like the narrations. Narration in films are always a sign of weakness in the story and plot. It is always used to cover up holes in the story; unless it conveys the protagonist's inner feelings and thought. Here, it conveys Red who is basically telling us what we are witnessing on the screen. While, I do like it, it wasn't really needed. The acting of Tim Robbins was great as well. I love the scene where he play a recording of Mozart's The Marriage of Figaro on the loudspeaker. Still, in some scenes, he's too wooden and stiff. Furthermore, he mumbles too much. Both, Tom Hanks and Kevin Costner turn down the role, two actors I do like. I also love Bob Gunton as the Warden, but I really wanted James Crowell as the Warden. I thought it would be amazing to have him in this film. There are some many themes and messages, it's hard to count. The biggest one is the fundamental pillars of human life: hope. Some critics do have a problem with the film in some areas like attempts to persuade the viewer to side with rapists, thieves, and murderers. It didn't help that 2007, two inmates of Union County Prison escaped from their prison using similar techniques to those featured in the movie. I think the biggest fault, is that white collar crime pays if you are slick. While Andy was innocent of the murders, he wasn't innocent in white collar crimes. Another thing that some critics nitpick is the deep emotional relationship between two men. I don't see anything wrong with it, thinking it as two men being friends. Some people say it's a homosexual relationship since in prison, homosexuality is normalized. This is clear throughout the film, not only through the characters of the sisters gang, but how inmates' referral to new arrivals as ""fresh fish."" There was also a lot of homosexual symbolism like the Rita Hayworth poster covering up something and how the sewer scene was a symbol for anal sex. If that's isn't weird enough, some critics have spotted many allegorical themes in the film, generally along the lines that Andy Dufresne is a latter day Jesus Christ. No matter what people see in it; even with some prison film clichés, it still a great film. I do like the 1963's 'Great Escape"" references with the socks. I don't want to spoil anything, but all I can say is, ""I'm glad I took the time to watch this movie"". Overall you build an understanding and feel for the characters, was real sad when certain characters died, really gets to you. The whole concept was smart, it just shocks how it was all put together and it works so well. Brilliant movie. Recommend anyone to watch it at least once in their life time. Don't take my word for it. Just watch it. So Get busy living or Get busy dying.",10
"The Shawshank Redemption is actually a short novel written by Stephen King. Tim Robbins is falsely imprisoned for the murder of his wife. He becomes best friends with Morgan Freeman and plots an escape using a small hammer to slowly create an opening in the wall which is covered with posters.Freeman narrates the story and he and Robbins make a terrific pair struggling to survive prison life while keeping their sanity. They manage to make it through their days by dreaming of the perfect escape. King has written a tale of hope and inspiration which is adapted with great style and grace by Frank Darabont. He later made King's Green Mile in 1999, another excellent prison drama.",10
10 stars is to little for this film its one of the best of all time and it deserves every praise it have,10
"Not much to say that hasn't been said. Great acting, character development, and plot. It's the ultimate story of overcoming adversity. Movies like this aren't made anymore and it is saddening.",10
"First off... I really liked ""The Shawshank Redemption"".It's a movie that is comfortable with itself,it knows exactly what it is - a good prison story with excellent performance from the leads and a happy ending.It was never intended to be a cult masterpiece,that status has become an ""aftermarket accessory"",so to speak. With only a ""so - so"" initial reaction nobody concerned could have imagined it would be elevated to the pantheon of movie greats. I suspect that in a world desperate for good to be recognised and evil punished,a world where the small man was becoming increasing powerless against ""Them"",heroes like Andy and Red,abundantly decent and ""ordinary"" raged against the machine on the audience's behalf. Movies about good vs evil whether ""Star Wars"", ""Lord of the Rings"" or the later ""Harry Potter"" series have built huge followings largely on that basis. Mr King's original novella could not have produced such an affect,it needed a movie with all its immediacy and impact to open out his story and punch his message to the audience. Whilst a book may be put aside and continued later,thus weakening its affect,a movie is seen in its entirety in a relatively short space of time - no distractions. There has always one small thing that has bothered me for years.... How did Andy hang his poster of Rita Hayworth back up covering the hole in his cell wall after he had escaped? That apart,""The Shawshank Redemption""is a completely satisfying prison story,bringing up to date the old George Raft,James Cagney movies from the 30s and 40s. Many people,for whom it has a special message,think it amongst the finest films ever made.",10
"A man is sent to prison and has to learn to adapt to prison life,, there he meets a wise old gentleman who he befriends, and there friendship grows immensely. along the way he meets different prison characters, all of which are very likable... adapted from a short short by Steven King,, this is a powerful movie,, showing prison life in the early 20 th century. Tim Robbins was wonderful in this and should have won an award,, Morgan freeman is captivating in his role as ""Red"" , Our main character, Andy Dufrene plans a prison break and needs the help of several of the inmates.. I wont' say what happens after his attempted prison break,, but this is a touching movie, with a lot of character development, and not much on the action,, but it really doesn't need to have a lot of action,, lot's of humor abound, a movie about growing up in person, and the people that you might, and the life struggles of being in prison,, excellent movie.. but not the greatest of all time,,, I can think of at least 10 better .",10
"One of my all time favorites.It is a very moving story about hope and the power of friendship. The cast is first rate with everyone giving a great performance. Tim Robbins and Morgan Freeman carry the movie, but Bob Gunton and Clancy Brown are perfect as the Warden Norton and prison guard captain Hadley respectively. And James Whitmore's portrayal of an elderly inmate Brooks is moving. The screenplay gives almost every actor at least one or more memorable lines through out the film. As well as a very surprising ""twist"" near the end that almost knocked me out of my chair. If you have not seen this movie rent it or better yet buy it. As I bet you'll want to see this one more than once.",10
