Review,Rating
"Not that I have been known to admire the critical pieces of work in Hollywood/Bollywood (I would have aliens and zombies any day); I did love the cinematic motif called the 'The Shawshank Redemption'. Much has been already written about the movie and most of it would definitely have been more effusive, more spirited, more detailed than what I am about to write. But one more good review won't do it no bad, and I promise to be - to the point if not short, so that you would by now have determinedly made your mind to watch it. Well, what can I say, it is based on a novella written by Stephen King, a prolific writer suffering from highly activated carbon of imagination and a severe bout of literary diarrhea. He writes definitely long prose, that to good, but of course I have known him long enough just to give the chills. But it has indeed given me pleasant surprise to find out that he has taken out his time to write novellas/novels like 'Rita Hayworth and The Shawshank Redemption' and 'The Green Mile'. The latter, to tell you the truth, I haven't yet completed reading, it has been in limbo for some two-three years, but though I don't care much about them, has received pleasant reviews indeed. Now to the movie - except for Morgan Freeman, the star cast was pretty much unknown to me. But of course, great acting surpasses popularity. Each and every character of this movie had acted natural, without affectations, delivering masterful strokes, making this movie seamless and without even a protruded bump in its fluidic path. Of course, it has a great story to back on. Andy Dufresne is wrongly accused (as later in the movie, it is incontrovertibly proved) of a crime of passion and is convicted to a life sentence for the murder of two in a prison called Shawshank. Amidst the usual bets, about which of the new inmates would break down on the very first day (the old-timers call them their race horses), Andy comes in last. A cold-blooded fish, he is assumed to be, by his inmates ""Red"" (who considers himself to be Irish!), Bob and the rest of the ""Red"" Riding Hoods, but soon enough, Andy earns their respect by going an extra mile (and also to protect himself from some hostile elements) and bravely puts up with the seriously dangerous warden (Bob Gunton) and his gun toting whelp of a chief guard (Clancy Brown). He soon enough finds himself much in demand! But seriously, life in prison is hell. Be it the description of Arthur Road Jail (Shantaram!) or Shawshank in this movie, they all give me jeepers. After vicariously experiencing life in jail, I am always like, 'God, let me not commit any crime so notorious that it lands me at this concrete hell'. Frank Darabont and Stephen King have covered it all – be it the doublespeak that the warden indulges into, the plight of institutionalized prisoners and the sheer rottenness of the place. Amidst all that gloominess, like a tiny flicker, a scintilla of hope somehow survives in the form of Andy. Truly this movie is one of the best critically acclaimed (Imdb!) movie I have seen so far And to think that Rita Hayworth, the American beauty to be at the center of it all!!",1
"Shawshank Redemption narrates a beautiful story of two prisoners bonding over the number of years. Their experiences in the prison and the chemistry between two (Tim Robbins and Morgan Freeman) have been shot with terrific care.Editing and Screenplay of this movie are among the best in any movie you will see.

The credit goes to director on shaping the movie in such an interesting way and the ending of the movie is arguably among one of the very bests. One might feel the movie is a bit slow at times, but you are always into the plot which brings on new surprises consistently.

Overall, this is the sort of movie you will remember for long time and a benchmark among the ""feel good"" movies. MUST WATCH.",10
An enduring piece of art that will change certain aspects of the way you think for the rest of your life. That's all.,10
"I saw this movie few years back.i was immature, i didn't get what this movie was offering True Meaning Of Friendship,Patience, to see every Perspective of turns whether its hard or not we face during our lifetime.. Really a strong movie must watch",10
The shawshank redemption is probably the one of the best films ever depicted in cinematic form. It is the most controversial and sad film I've ever seen; second is American history x. I loved this film and I thought Tim Robbins was excellent and Morgan Freeman as well. Let me just say to that everybody should see this film. I give it 4/4,1
"Let's be honest, it's a fairly mediocre movie. Entertaining, I'll grant you, but profound? No way. Not much here in terms of innovative or even creative film-making either.

Is it one of the most popular films of all time? Probably. At least of recent time. Is it the greatest film ever made? Don't make me laugh.

That said, I'm glad people can enjoy this movie. I won't watch it again, but I don't exactly regret it.",7
"Good movie but 9 is too extreme, is certainly one of the masterpieces of cinema, but like many Hollywood movies there is some bad things, when the protagonist moves down the sewer pipe, in reality it would be caught bad. A very nice movie that you can refer to the way that each of us must do just to get out of certain problems. After all you put poor grades to great films, especially horror. Hardly comes out of jail in a tunnel of excrement, jail and violence and degradation but you can get out mainly in Italy. However great interpretation of Morgan Freeman, many sentences are historical and should keep in mind. In the movies there must be some humanity in this film there is too much violence",10
"While a successful writer, Stephen King has a bad reputation when it comes to the film versions of his work. ""Children of the Corn"" and ""Maximum Overdrive"" are some of the most frequently cited examples of how difficult his stories are to translate to film. Granted, there have been exceptions, such as ""Misery"" and ""The Green Mile,"" that have won critical and commercial acclaim, but these are relatively few and far in-between. As a rule, his non-horror writings tend to work better on celluloid. Still, no one, not even King himself, could have predicted the overwhelming praise bestowed upon ""The Shawshank Redemption,"" helmed by a then-unknown director.

If you're looking for cheap thrills and ""boo"" moments, you won't find them here. Unlike Darabont's ""Green Mile,"" there are not even any elements of the supernatural. The focus is on the relationship between a man wrongfully imprisoned, and the inmate he befriends. In later scenes, the story takes some intriguing twists and turns, in classic Stephen King fashion. What happens I will not reveal, but the screenplay is clever at making everything come together in the end. Despite the grimness of prison life, all is not lost. In fact, one marvels at how Andy did such a good job in making the best of his situation.

Tim Robbins and Morgan Freeman deliver subtle but effective performances, making everything absolutely believable. Kudos, also, to the fine supporting performances of Bob Gunton and William Sadler.

So far, this is the best Stephen King film I've seen.

***1/2 (out of ****)

Released by Castle Rock through Columbia Pictures",10
"The more times you watch it, the more you love it, and the more you learn from it. An absolutely encouraging story to those who are desperate or sad or complaining about bad luck. If you never give up and try to figure out a way ahead, nothing can stop you to the brightness and freedom. Everything you have experienced will bring you positive influences if you take it positively. I have watched it for many times, at least ten times I guess. Now I hope I can download it and keep it and enjoy it once I have time. I used it to encourage people around me, for example, a girl friend who's suffering from the depression, a workmate who has just lost his favorite pet, and a friend who lost his job recently.",10
"Entertaining prison melodrama, overwhelmingly obvious and easy emotionality.

As if Freeman's explanatory voiceover wasn't enough, Darabont yells at us how we should feel about the movie and what we should think of each scene. The emotion of the scenes is thrown at us like slaps, in case we don't get it. The ambiguity, the understanding, the subtlety do not enter the universe of the director (in addition, the screenwriter of the film).

It's a film as correct as it is flat, with the aversion to risk, the standardized narrative style and the obvious tone of a television product.

The best are the performances: Freeman and Robbins. The worst, that shot-by-shot need to win over the public by giving it all away, to erase any edge of the story that might show the least ambivalence of the characters.

The educated upper-class banker is able, with tenacity, effort and intelligence, to create a habitable environment step by step in the harsh prison reality, with stupid jailers and teammates.

I have never understood the critical success of the film.",10
"Shawshank truly is the best-made standalone movie of all time.

As much as I might like the extended Lord of the Rings trilogy more overall, as for singularly movies, nothing tops Shawshank.",5
"This is one of those dramas that will keep on tied till the end. It showed the beauty of a griping screenplay. Some films will give a spark from the first glance itself. This is one movie that takes you deeper the more you watch it. a very thin story line with superb acting. But if you just want to watch a good movie with social message and how to not lose hope, then go for it",10
"One of the greatest films of all time. Frank Darabont, through his own screenplay of this Stephen King story, directs arguably the most powerful tale of hope and freedom in this masterpiece of a movie that should be watched by all. Andy Dufresne, charged guilty of the murders of his wife and her lover, is sent to Shawshank prison to serve back-to-back life sentences. This is the account of his legendary stay in the detention center as told by his friend, Ellis Redding. Packed with outstanding performances by Tim Robbins and Morgan Freeman, this is perhaps one of the most memorable films of the nineties, nominated for 7 Academy Awards including Best Picture which it ultimately lost to Forrest Gump. It is one of those films that leave you elated by the end, filled with happiness for its fictional characters that you eventually feel for. This will be the most satisfying two-and-a-half-hour film you'll probably ever sit right throughout. For a film that looks targeted to a male audience, it is one that transcends gender. Totally recommended.

http://iwascalledclementine.multiply.com/reviews",10
I didn't have a single moment of boredom while watching this movie.When I think about this movie I wonder why.,5
"Well what can I say but, Freeman, who is simply a great actor, a man who has never struck a false note in his career, both narrates this tale and anchors it with his authoritative playing. Powerful, poignant, thought-provoking and finally irresistibly uplifting. The Shawshank Redemption works not only as an excellent prison drama, but as a metaphor for overcoming our own private prisons.An amazing movie. Easily one of the best movies made during the 90s and definitely one of the top 'prison' movies of all-time. Pretty much everything about this movie works and works extremely well! I have not read Stephen King's novella (his first non-horror), but some of the movie's deficiencies, such as the old-fashioned morality tale and portentous message about camaraderie and redemption--must have been in the source material.",10
"First off, let me say that this was the real best picture of 1994. Forrest Gump was definitely a great film, Pulp Fiction was a film that set new standards in film genre, Quiz Show was great although a bit overrated, and I can't say much about Four Weddings And A Funeral. Despite the greatness of Pulp and Gump, neither of them matched up to the greatness of this film.

This film starts off with Tim Robbins going to prison over a crime he didn't even commit. The rest of the story unfolds as he befriends Morgan Freeman's character. The story is based upon the events during his stay in Shawshank.

When I said that this has everything you could ask for in a movie, I meant it. This movie has an engrossing story line, some great character development, awesome acting(you can never go wrong with Freeman), excellent score and editing, and an ending that will make you glad you watched the movie. The movie's place in IMDb's top 250 is well deserved, but the film not earning it's best picture Oscar is beyond me.",5
"In this movie a man is mistakenly accused in murdering his wife and her boyfriend. He ends up finding away to keep himself occupy and finally helps out his new found friend.

I really like this movie, because it does show you that the system can make a mistake just like everyone can. All people make mistakes and since the government is run by humans of course there are going to be flaws. I had watched this movie for the first time with my dad and I loved watching it since. It does show that when you are determined you can do anything you put your mind to.

I think anyone who likes movies about prison or even about the judicial system will love this film.",7
"Despite its status as a classic, The Shawshank Redemption is not quite a great film, argues Robbie Collin.",10
"If perfection had to be defined through a movie, this would be it starting from the acting to direction to screenplay, everything, you name it and its here, done perfectly its almost as if God personally guided the people making this movie :)",9
"This film should barely scratch out a spot in the top 250, let alone be one of the top ranked films of all time. It is rather dull, extraordinarily predictable, and filled with clichés. This is not even the best prison film, let alone #2 among all films! Cool Hand Luke or Papillon anyone? I'd give it a 7-8/10 (Freeman & Co. do not disappoint), but someone needs to bring down this bloated rating. The film is little more than a rehashing of conventional sentimentalism painted in prison stripes and sold in bulk to a (apparently) gullible audience. Help bring this down to a reasonable position so that more deserving films can attain their proper recognition.",10
"Wonderful touching story that will make you cry AND feel extremely good inside. STEVEN KING proves that he is one of the best story writers EVER.

Superb acting by Freeman et al. Wonderful narrative, music, cinematorgraphy and backward looking story that escalates throughout the film.

A work of genious, J",10
"all I can say about this is that it is by a clear mile one of the best films ever made! the story line was gripping and intriguing, there was never a single dull moment and i can honestly say that this film is definitely one that i can watch over and over again without being bored. the cast really brought the characters to life and it was just such an emotional roller-coaster. if you have never seen this film before then i definitely recommend that you watch it! watch it on your own or with friends and family it really doesn't matter because i can guarantee that everyone will love it and if they for some reason don't then they clearly have no taste",9
"There is nothing to criticize about this movie. It is made as subtle and touching a movie can be. It never goes into emotions more than necessary. The music, the story, the acting, everything is perfectly orchestrated. It is delicate and beautiful in all the sense of the term. It is such a shame that Morgan Freeman didn't got an award, it would have been well deserved. Stephen King wrote again a masterpiece, like the Green Mile, from the same author and the same film director. Frank Darabont execute this story more in a tone that reminds me ""Out of Africa"". The prison is a character by itself, all the actors including the secondary roles are just perfect. Watching this movie remains us the true meaning of hope, and that everything is possible.

But what are you doing here? Rather than reading reviews, just buy it, rent it and see it. It is one kind of a unique movie that you will never forget.",2
Without question this is my all time favorite movie. Flawless!,10
"Okay so many people may be wondering why I hate such a ""beautiful work of literature"" or ""The best story ever told on screen"". Well there are too many reasons to list in my maximum of 1,000 words. So instead I will give a few obvious reasons on why I truly hate this movie. Being a teenager I enjoy movies like ""Mystic River"" and ""Donnie Darko"". You know psychological thrillers. Well this is nothing of the sort. ""The Shawshank Redemption"" is what I classify as a Sleeping movie. The name says it all. You sleep while you watch it. It took me about a month to get through the whole entire movie. That is very sad considering the praise this movie received. I pray no one else ever has to go through the torture of watching this horrid movie.",10
"The Shawshank Redemption is a great movie that should be seen by everyone at least once in their life. I am not one for re-watching movies or rereading books, but this movie is one of the few exceptions. I can recite more than half of the lines and it makes my day anytime that I see it is on (shout out to AMC for literally running marathons of it). It has a fulfilling plot that develops well and a great cast all around. To this day, it amazes me that it was not a box office hit.

It's a movie that will make you laugh and cry, a movie that will break your heart one moment and the next you'll be pumping your fist in satisfaction. This is certainly a 10/10 in my books. ""Get busy living, or get busy dying"".",5
This movie is a life changer. It can change the way of how you perceive the life one lives in this world. It really is a movie which helps you for redemption. It always provides motivation and hope no matter how many time i watch it. It really deserves it's first place in imdb.,10
"Few movies allow you to feel as though youve been put on a riverboat in the middle of july as the suns going down, where you can see just how good you've really got life on the land.

The movie is simply a symphony of finely tuned instruments allowing you to feel the pluck of every characters heart strings as they wash through their own version of corrections.

Great movie!",1
"it remained in the laptop movie folder for one and half year.............. every time i started to watch it i felt bored for the 1st 15 minutes....eventually i started to watch it more than 15 minutes for the first time............... then the miracle happened.....i just finished watching this phenomenon in one sitting with nearly grasping my breadth full with emotions ushering in my veins and artery.......just on sentence requires to describe it """"""It is worthy to be in the 1st place of the top 250 over 20 years and so On,.......if you haven't seen it see it.if you haven't listened to it hear it.if u haven't felt it yet feel it.",9
Loved this mivue must see. This is a very interesting movie and a must see. Action packed and popcorn and chill.,9
Indeed... This is the best movie in history. An outclass script. And beautiful narration.,10
"Too sentimental, too pathetic, too slow, too conventionally made, and the voice over explaining everything ruins it completely, making it boring as hell. By far the most overrated film of all times.",10
"Every single scene in The Shawshank Redemption, every bit of dialogue, everything that happens all beautifully serves the purpose of intensifying the impact of the story itself. The muted colors and the relaxed cinematography do a spectacular job of taking us back in time, and the message of the film is inspiring, to say the least.

What you have in the Shawshank Redemption is a film that is extremely well thought-out and put together in such a way that it is able to hold your attention even for well over two hours. The movie is about holding on to hope in even the worst circumstances, even under tremendous stress, and even when you are in that situation unjustly. However, even though Andy Dufresne is clearly the protagonist, Red is actually a more important person as far as the message of the film. He seems to embody the lessons learned in the film, and this is shown in the way that his life is transformed by his friendship with Andy.

However, there were a few things about this film that I didn't like that I think took a lot away from it. For example, even though I admit that it didn't reduce the potency of the film itself, everything worked out a little too perfectly for Andy in prison. Sure, he got beaten up and sexually assaulted, but look at the aftermath of those attacks. When the ""Sisters"" beat him within an inch of his life, did he get his nose broken? Was he left with any scars? Were any of his limbs casted? Did he even develop a limp? No, what happened was he spent a month in the infirmary and got out with his hair messed up. That's a pretty small price to pay for almost being beaten to death.

I also find it hard to believe that every single guard in the prison, including the warden, would allow a prisoner to do their taxes. Sure, he's got expertise in the banking field, but he's also been convicted of murder. I would think that the warden in particular, with all of his, ahem, activities, would want to kind of keep to himself as far as his finances. Another problem was the timeline. We see events that take place over long periods of time, but we are largely left to speculate about what goes on in the years that are skipped over. The film comes together as a great story, but you have to keep in mind that in between scenes that seem to run together, YEARS have gone by. The aging process wasn't done very well either. All of the characters involved looked almost exactly the same at the beginning of the movie as they did at the end. When that many years have passed, something needs to be done to try to make the actors look at least a little bit older.

Aside from these minor deficiencies, as well as a confusing title, The Shawshank Redemption is an absolutely incredible film. The setbacks can be overlooked because of the fact that the film as a whole communicates such an important and powerful message, and the film is not boring even for a second. It's intense, it's beautifully made, and it will not soon be forgotten.",10
Well directed & written. Each character is well played!,10
"The first time I saw the movie I was crazy about it .I did not want to speak to anyone nor do anything .I wanted to rise my arms and cry ---yes, just like what Andy did .It really inspires me greatly .

I believe it is a terrific film because it includes all things a film should have. The plot , the characters,the director,the spirits are all top.So I want to see it for another time .

Then I find out that I don't like the oaks which stands for power and strength .Why can't the letter just between two brisks. It's obvious the director wanna tell us something in a obvious way. But it's not serious,this is quite personal. I still know what I can get from this movie. The more I see it ,the more I get .

I know Andy deserves the happy ending ,will he succeed in the real world?",10
"Proof, along with _Delores Claiborne_ and _Stand by Me_ that Stephen King can spin a fine tale when he sets his mind to it. Even having read the book (this is one case where the movie is better), Robbins and Freeman's performances were so captivating that the ending still took me by surprise. Definitely one of the best.",10
"The Shawshank Redemption will go down in history as one of the greatest movies of all time, If not the greatest movie ever.

The films draws you in for the very first second and keeps your eyes glued to the screen until the very last second! Excellently written and the acting was a class above the rest!! Highly recommend",10
"If someone tells me to describe a real, entertaining movie - that would be it. 'Real' for the lack of SFX is a true bless when talking about ""The Shawshank Redemption"". I become fed up with pictures that achieve success based on the splendid job of the SFX crew or the team responsible for the CGI effects. Film's purity emphasises the importance of the act. The actors are incredible; not a single minute could be considered a bad acting (well, at least I think so). 'Entertaining' for it makes you enjoy the time spend on it and once finished there are no regrets. I am not a huge fan of Tim Robbins but the movie undoubtedly showed his talent. Mr. Freeman stays solid as usual in his act.",1
"The greatest movie ever made..! Period. Pure and simple, it is what every director hope to achieve. The film will keep you glued to your seat if you know what it means.It will bring tears to your eyes. It will make you think how you have lived your life so far...or in fact how you have wasted it. It will teach you the value of freedom which we enjoy without giving a second thought. And it will leave you with a sense of happiness which you will experience only rarely. The performances are simply mind boggling, be it Tim Robbins or Morgan Freeman or countless others. And it is difficult to believe this was the debut of Frank Darabont as a director.If you haven't already seen it... please do, otherwise you are missing something.",10
"It's not that the storyline is extremely complex or something which makes this film great. The characters and the acting is what makes this film extraoridinary. So this film is about a few fellas who are prisoners inside the prison. Their goal is to get free. The characters live on hope and that's why this film is so important, it's one of the best inspirational movies ever which shows that no matter how bad the situation is, you will still have always have hope. The ending of this film is pure work of art and beauty. Hell, the whole film is one of the best cinematic experiences ever.",9
"Often said to be one of the best films of all time, I can't help but agree. No matter how many times I watch this over, I feel like it never bores me and I am always captivated in a way that I've never felt with any other film before.

The Shawshank Redemption is a tale of hope, courage and betrayal, seen through the eyes of prison inmates 'Andy' played by Tim Robbins, and older convict 'Red', portrayed by Morgan Freeman in an Oscar nominated performance. The film is set over 19 years in Shawshank prison, and depicts the life of Andy Dufresne, a hotshot banker and his struggle with keeping his mind and his sanity, whilst serving time for a crime he didn't commit. As Andy has to put up with harassment, distress and affliction throughout the duration of his time at the prison, the film illustrates a tale of eternal hope. As time slowly passes in the prison, he's assisted by an older inmate by the name of 'Red' Redding (Morgan Freeman), a black marketer who is 'known to locate certain things from time to time'. As the years pass by, Andy's friendship with Red grows and so do the hardships they have to overcome.

The film itself has touched me in many ways, it shows me just what people can do when they have a little faith and keep incessant hope no matter what. Obviously, Stephen King's greatest and most memorable big screen interpretation, one of which he is almost certainly proud of. The movie is a timeless classic that speaks to me and probably a lot of others on so many levels, providing a near perfect film with a great plot line and representing a storyline with an even better message.

Tim Robbins delivers an enthralling performance as the titular character, one that certainly stands out throughout the film whereas Morgan Freeman's interpretation of fellow convict Red is just as captivating, earning him recognition from the academy but not his fellow co-star Robbins, obviously yet another Oscar snub.

Overall, the Shawshank Redemption speaks out to its audience, as it shows a tale of perseverance and perpetual hope when in the midst of the struggles in life. The film itself is possibly my favourite of all time and manages to keep my attention on the 10th time of watching it. A must-see for anyone who has a good taste in films and is looking for a movie that will change their perspective on life and give them the hope to pull through in the darkest of times.",10
"The Shawshank Redemption is a timeless cinematic masterpiece that has transcended its genre to become a profound meditation on the human spirit. This extraordinary film, directed by Frank Darabont and based on Stephen King's novella, grips the audience from the very beginning and takes them on an emotional journey that both captivates and humbles.

Set within the bleak confines of Shawshank State Penitentiary, the story revolves around Andy Dufresne (played flawlessly by Tim Robbins), a banker wrongfully convicted of murder. As the film unfolds, it delves into the depths of human despair and explores themes of hope, friendship, redemption, and the indomitable power of the human will.

What makes The Shawshank Redemption truly remarkable is its ability to resonate with audiences on a profound level. It strips away societal facades and lays bare the raw emotions and vulnerabilities that lie within us all. Through its well-crafted characters and meticulous storytelling, the film invites us to reflect on our own lives, prompting us to question our actions, choices, and the pursuit of happiness.

At the heart of the film is the extraordinary friendship between Andy and Red (portrayed brilliantly by Morgan Freeman). Their bond forms an emotional core that not only drives the narrative but also serves as a testament to the inherent goodness that can be found in the most unlikely places. Their conversations, shared experiences, and unwavering loyalty in the face of adversity remind us of the transformative power of human connection.

The cinematography beautifully captures the contrasting elements of the prison environment, from its oppressive walls to the fleeting glimpses of hope and beauty that manage to penetrate the desolation. The film's somber color palette and hauntingly evocative score contribute to the overall atmospheric richness, further enhancing its emotional impact.

Moreover, The Shawshank Redemption skillfully weaves a narrative tapestry that presents thought-provoking social commentary. It explores themes of institutionalization, corruption, and the resilience required to survive in a dehumanizing environment. Yet, even in the face of seemingly insurmountable obstacles, the film reminds us that there is always room for redemption and personal growth.

In its entirety, The Shawshank Redemption is an awe-inspiring tale that strikes a delicate balance between despair and hope, darkness and light. It humbles us by shining a light on the fragility of our existence, while simultaneously uplifting us through the unwavering spirit of its characters. It encourages us to reflect on our own lives, urging us to appreciate the freedom and opportunities we often take for granted.

The Shawshank Redemption stands as a testament to the power of cinema to evoke profound emotions, challenge our perspectives, and inspire us to be better human beings. It is a masterpiece that will continue to captivate audiences for generations to come, reminding us that in the darkest of times, there is always a flicker of hope that can ignite our souls and set us free.",6
"In this movie Morgan Freeman has delivered his greatest performance in his legendary career. Awesome right? but that's not all.

Shawshank Redemption is without doubt the best movie of its decade and one of the best movies ever made. Killer plot, great directing, great cinematography, amazing acting and in the end you are left stunned, touched and you will fall in love with it. If you do not like this movie something is definitely wrong with you.

This movie not winning any Oscar is simply disgraceful.

In conclusion if you haven't watched this movie than you are missing a lot.",10
This is the definition of a what a Great movie supposed to be like!,5
"I cannot believe that this movie has rec'd the accolades it has. I thought was mediocre at best and at worst saccharin, predictable, neatly cathartic and only mildly believable. I think that if it didn't contain the rape scenes, it would have been so sweet that I would have turned it off before I regurgitated. This is not to say that I enjoyed those scenes - I didn't - but it appeared that it was Frank Darabont's sophomoric attempt at instilling some sense of prison reality into an otherwise boring story about male bounding. I personally would not recommend this movie to anyone.",10
"This is an amazing movie. The acting is incredible and the screenplay and direction are amazing. Extremely powerful and pretty depressing, it actually has a pretty heartwarming kind of ending and the way everything ties together at the end is simply brilliant. You must see this movie, definitely one of the better movies I've ever seen.",9
"When I watched this movie for the first time I knew anything about the movie, but I had heard that it was pretty good. So, not having any real expectations, I saw it. When the final credits rolled and the lights came on in the theater, all of us just sat there with our jaws hanging down on the floor.",10
"When I watched this movie for the first time I didn't really know anything about the movie, but I had heard that it is pretty good. So, not having any real expectations, I saw it. When the final credits rolled just sat there with our jaws hanging down on the floor. Thrill that I have experienced in the end doesn't match with any of the actions films that I have ever watched in my entire life.",10
One of the best prison movie ever made. I can't imagine talking about movies without mentioning this film.,10
"Shawshank is supposed to be the greatest movie ever. It was alright to me.

I mean not much to say really. I've seen it too many times. I guess it's cool if it's your first time watching.

Not bad, worth watching

7 stars",10
"It's a lovely story with nice guys (you'd love to make friends with) and bad guys (you'd love to hate). OK. Let's say it's the kind of entertaining stuff that makes you feel good... provided you are lenient enough to find it deep, genuinely humane, etc.

So you think it's a wonderful movie? Welly welly well. Maybe I need to tell you something about cinema. [Don't take it as a lesson from an infatuated Frenchman but simply as the point of view of a cinema lover.] Cinema is about images made emotions. Hence astoundingly good movies are way above the usual recipe: (good story + good story-telling) + (good characters + good actors) = good movie.

As long as it was, never did I felt emotions through images in The Shawshank Redemption. The good characters/actors/story-telling... had already killed every single spark of emotion. Especially the deadpan voice-over narration.

Bottom line: Shawshank Redemption is beautifully bundled, not beautifully crafted. Guess why Tim Robbins directed Dead Man Walking the year after.",10
"Shawshank is by far the most grossly overrated films of all time. To say that this is better than Lawrence of Arabia, better than Alien, Better then Saving Private Ryan, is just ridiculous. This movie is weak, as are all the characters in it. I'll never forgot the scene where the old man hangs himself after leaving prison and the piano symphony kicks in. Why should I feel sorry for him? Try living in Africa buddy and tell me how hard your life is. This movie is for weak people who love to shed a tear for prisoners and overall just weak people. Now I love the director of this and Stephen King, but im sorry, this isn't a masterpiece, it's forcing the audience into the characters emotional problems that few can relate. Go see the Green Mile instead.

Rating = D-

VideoGameHollywood.com",9
Steven spielberg never ceases to amaze with his movies,10
This movie gives you unique feelings about you and your surroundings,10
"I always heard that this movie was good, so I decided to check it out. And I gotta say, I was quite impressed. The tone, characterization, screenplay, etc. are all fantastic. Is it the best movie of all time? Tough call. But it is one of the few movies I can say is 10/10 stars.",10
"I saw this movie for the first time when it came on television earlier this month. After seeing it at #1 on the IMDb Top 250, I thought this would be a good opportunity to check it out. The story was gripping and I especially liked the pacing, with the story moving along at a quick pace, covering years in a matter of minutes. The film was quite gritty and realistic throughout but started losing that quality as it started feeling more like a fairy tale towards the end.

Although the story was initially focused on Andy, it later became quite apparent that Red was the true protagonist, who Morgan Freeman portrayed in one of his best performances to date. I believe Morgan Freeman deserved an Oscar for his performance, although he lost it to Tom Hanks, who gave an equally great performance in Forrest Gump that same year.

Although I disagree with The Shawshank Redemption's ranking at #1 on the IMDb Top 250, I believe it is worthy enough to at least be among the top 100 films. If I had to sum up the film in one sentence, I would say it is a very gripping and uplifting film to watch.

8/10",10
Truly a masterpiece of cinema. This is definitely one of my favorite movies.,10
"This movie became my favorite movie of all time, before i had even seen the whole thing. Has this happened to anyone else? I had seen parts on TV and that was it. The day i finally rented it, i was practically jittery with excitement. This just tells you about my unique subjective experience with it. After it was over, I wasn't dissatisfied in the least. It is truly a great film all around. It is one of those things where part of me wants everyone in the world to see it, but another part of me feels like my personal experience with it makes it my own. I don't want to write an extensive review and put it under some kind of lens and analyze it. I'll just say that from that day forward, The Shawshank Redemption had profoundly affected the way I view movies and it his been the gateway into my current passion for films.",8
I don't know anyone who dislikes this film. It's an absolute classic every time you watch it 10/10!!,10
what an amazing and motivating movie never get bored at any part of it. the music is so amazing and have you in a great movie mode. the screenplay was perfect you can never be bored from it or feel that any part wasn't in its place. Morgan freeman as great as usual never get bored from him knows when to make you laugh and when to get shocked or excited. also Tim Robbins I can't forget him since I first watched his movie Nothing to Lose with Martin Lawrence and the great amount of laughing and sorry you feel with along the movie. this movie for me is one of the iconic movies over history which I have a good memories for it and loves it so much.,9
"The Shawshank Redemption has been the number 1 ranked movie on IMDB for some years. What does that tell you?

Maybe it's mainly male readership values an all men movie. Where the only woman of consequence cheated on her husband and got murdered!

A rising young banker Andy Dufresne (Tim Robbins) has been jailed for life for killing his wife and her lover. When he enters Shawshank State Penitentiary. One of the prisoners Ellis 'Red' Redding (Morgan Freeman) thinks that Andy will struggle to survive the first night.

Instead another new inmate wails like a baby and is brutally beaten up by guard Captain Hadley (Clancy Brown.) He later dies in the prison hospital, the other prisoners did not even catch his name.

The ever quiet Andy befriends Red asking him to procure a rock hammer and a large poster of Rita Hayworth.

Andy realises that the Bible loving prison warden Norton (Bob Gunton) is a greedy hypocrite.

Over time, Andy comes into invaluable use to the warden and the guards because of his knowledge of the tax system. He files their tax returns and launders their money.

In return he is saved from the prison rapists. Andy becomes popular with the other inmates, most touching is his friendship with Red that endures for 20 years.

When I first watched The Shawshank Redemption, I regarded it as a well made prison movie. Poetical courtesy of Morgan Freeman's narration. Writer and director Frank Darabont had elevated Stephen King's source novella.

I revisited many years later, in case I did the movie an injustice. I can why the movie is held in high regard. It has good performances from Robbins and Freeman, although Robbins is a bit too subdued.

Maybe that is because events show that Andy was always a man with an escape plan the moment he stepped inside the prison.

The movie also has something to say about prison culture. Many of these men have become institutionalised. It makes barbed observations about the parle board and how cheap prison labour affects the local economy.

Is it the greatest film of all time? Wizard of Oz, Citizen Kane, Lawrence of Arabia, The Godfather, Butch Cassidy and the Sundance Kid, Gone with the Wind suggests that it is a no.

It is not even the best movie from 1994 not to win the Best Picture Oscar. That accolade goes to Pulp Fiction.",10
The best movie I saw everrrrrrrrrrrr rrrrrr rrrrrr rrrrrrr rrrrrrrr rrrrrr,10
Awesome movie.it was one of the best movie I ever seen.,10
